SECONDARY_CONFIRMATION_2;该世界版本过低，将会进行版本转换，该过程不可逆，如有需要请及时备份，是否继续？;The world version is too low, it will be converted, the process is irreversible, if necessary, please back up in time, whether to continue?;このワールドのバージョンが低すぎます、変換されますがこの処理は不可逆です、必要に応じてバックアップを取ってください、続けますか？;이 월드 버전이 너무 낮습니다, 변환될 예정이며 이 과정은 되돌릴 수 없습니다, 필요한 경우 백업을 해 주세요, 계속하시겠습니까？;La versión de este mundo es demasiado baja, será convertida, el proceso es irreversible, si es necesario haz una copia de seguridad, ¿continuar?;La version de ce monde est trop basse, elle sera convertie, le processus est irréversible, si nécessaire veuillez sauvegarder à temps, continuer ?;Diese Weltversion ist zu niedrig, sie wird konvertiert, der Vorgang ist irreversibel, sichern Sie sie bei Bedarf rechtzeitig, fortfahren?;Версия этого мира слишком низкая, он будет преобразован, процесс необратим, при необходимости сделайте резервную копию, продолжить?;इस दुनिया का संस्करण बहुत कम है, इसे परिवर्तित किया जाएगा, प्रक्रिया अपरिवर्तनीय है, यदि आवश्यक हो तो समय पर बैकअप लें, क्या जारी रखना है?;Phiên bản thế giới này quá thấp, nó sẽ được chuyển đổi, quá trình này không thể đảo ngược, nếu cần hãy sao lưu kịp thời, có tiếp tục không?;เวอร์ชันโลกนี้ต่ำเกินไป จะถูกแปลง กระบวนการนี้ไม่สามารถย้อนกลับได้ หากจำเป็นโปรดสำรองข้อมูลทันที ต้องการดำเนินการต่อหรือไม่?
ALLOW_CHEAT;允许作弊;allow cheat;チートを許可;치트 허용;Permitir trucos;Autoriser les triches;Cheats erlauben;Разрешить читы;धोखा देने की अनुमति दें;Cho phép cheat;อนุญาตการโกง
CREATIVE_MODE;创造模式;creative mode;クリエイティブモード;크리에이티브 모드;Modo creativo;Mode créatif;Kreativmodus;Режим творчества;क्रिएटिव मोड;Chế độ sáng tạo;โหมดสร้างสรรค์
SURVIVAL_MODE;生存模式;survival mode;サバイバルモード;생존 모드;Modo supervivencia;Mode survie;Überlebensmodus;Режим выживания;सर्वाइवल मोड;Chế độ sinh tồn;โหมดเอาชีวิตรอด
ENTER_WORLD;进入世界;enter world;ワールドに入る;월드 입장;Entrar al mundo;Entrer dans le monde;Welt betreten;Войти в мир;दुनिया में प्रवेश करें;Vào thế giới;เข้าโลก
CREATE_WORLD;创建世界;create world;ワールドを作成;월드 생성;Crear mundo;Créer un monde;Welt erstellen;Создать мир;दुनिया बनाएं;Tạo thế giới;สร้างโลก
EDIT_WORLD;编辑世界;edit world;ワールドを編集;월드 편집;Editar mundo;Modifier le monde;Welt bearbeiten;Редактировать мир;दुनिया संपादित करें;Chỉnh sửa thế giới;แก้ไขโลก
DELETE_WORLD;删除世界;delete world;ワールドを削除;월드 삭제;Eliminar mundo;Supprimer le monde;Welt löschen;Удалить мир;दुनिया हटाएं;Xóa thế giới;ลบโลก
JOIN_SERVER;加入服务器;join server;サーバーに参加;서버 참가;Unirse al servidor;Rejoindre le serveur;Server beitreten;Присоединиться к серверу;सर्वर में शामिल हों;Tham gia máy chủ;เข้าร่วมเซิร์ฟเวอร์
ADD_SERVER;添加服务器;add server;サーバーを追加;서버 추가;Añadir servidor;Ajouter un serveur;Server hinzufügen;Добавить сервер;सर्वर जोड़ें;Thêm máy chủ;เพิ่มเซิร์ฟเวอร์
DELETE_SERVER;删除服务器;delete server;サーバーを削除;서버 삭제;Eliminar servidor;Supprimer le serveur;Server löschen;Удалить сервер;सर्वर हटाएं;Xóa máy chủ;ลบเซิร์ฟเวอร์
REFRESH;刷新;refresh;更新;새로 고침;Actualizar;Actualiser;Aktualisieren;Обновить;ताज़ा करें;Làm mới;รีเฟรช
EDIT_SERVER;编辑服务器;edit server;サーバーを編集;서버 편집;Editar servidor;Modifier le serveur;Server bearbeiten;Редактировать сервер;सर्वर संपादित करें;Chỉnh sửa máy chủ;แก้ไขเซิร์ฟเวอร์
LAST_MODIFIED;上次修改;last modified;最終更新;마지막 수정;Última modificación;Dernière modification;Zuletzt geändert;Последнее изменение;अंतिम संशोधन;Lần sửa cuối;แก้ไขล่าสุด
INVALID_IP;无效的 ip 地址;invalid ip address;無効なIPアドレス;잘못된 IP 주소;Dirección IP inválida;Adresse IP invalide;Ungültige IP-Adresse;Неверный IP-адрес;अमान्य आईपी पता;Địa chỉ IP không hợp lệ;ที่อยู่ IP ไม่ถูกต้อง
ONLINE_PLAYERS;在线玩家;online players;オンラインプレイヤー;온라인 플레이어;Jugadores en línea;Joueurs en ligne;Spieler online;Игроки онлайн;ऑनलाइन खिलाड़ी;Người chơi trực tuyến;ผู้เล่นออนไลน์
POSITON;坐标;position;座標;좌표;Posición;Position;Position;Позиция;स्थिति;Vị trí;ตำแหน่ง
SELECTED_POSITION;选中坐标;selected position;選択中の座標;선택된 좌표;Posición seleccionada;Position sélectionnée;Ausgewählte Position;Выбранная позиция;चयनित स्थिति;Vị trí đã chọn;ตำแหน่งที่เลือก
CHUNK;区块;chunk;チャンク;청크;Chunk;Tronçon;Chunk;Чанк;चंक;Chunk;ส่วน
FULL_SCREEN;全屏;full screen;全画面表示;전체 화면;Pantalla completa;Plein écran;Vollbild;Полный экран;पूर्ण स्क्रीन;Toàn màn hình;เต็มหน้าจอ
AUTO_JUMP;自动跳跃;auto jump;自動ジャンプ;자동 점프;Salto automático;Saut automatique;Automatischer Sprung;Автопрыжок;ऑटो जंप;Nhảy tự động;กระโดดอัตโนมัติ
NEW_MUSIC;新版音乐;new music;新しい音楽;새로운 음악;Música nueva;Nouvelle musique;Neue Musik;Новая музыка;नया संगीत;Nhạc mới;เพลงใหม่
SMOOTH_LIGHTING;平滑光照（测试）;smooth lighting (testing);スムーズライティング（テスト中）;부드러운 조명 (테스트 중);Iluminación suave (en pruebas);Éclairage doux (en test);Weiches Licht (im Test);Плавное освещение (тестируется);चिकनी प्रकाश व्यवस्था (परीक्षण);Ánh sáng mượt (đang thử nghiệm);แสงเรียบ (กำลังทดสอบ)
PARTICLE_EFFECT;粒子效果;particle effect;パーティクル効果;입자 효과;Efecto de partículas;Effet de particules;Partikeleffekt;Эффект частиц;कण प्रभाव;Hiệu ứng hạt;เอฟเฟกต์อนุภาค
V_SYNC;垂直同步;vertical sync;垂直同期;수직 동기화;Sincronización vertical;Synchronisation verticale;Vertikale Synchronisation;Вертикальная синхронизация;ऊर्ध्वाधर सिंक;Đồng bộ dọc;ซิงค์แนวตั้ง
MINI_MAP;小地图;mini map;ミニマップ;미니맵;Minimapa;Mini-carte;Minikarte;Мини-карта;मिनी मैप;Bản đồ nhỏ;แผนที่ย่อ
ON;开;on;オン;켜짐;Encendido;Activé;An;Вкл;चालू;Bật;เปิด
OFF;关;off;オフ;꺼짐;Apagado;Désactivé;Aus;Выкл;बंद;Tắt;ปิด
MINI_MAP_ZOOM;小地图缩放;mini map zoom;ミニマップズーム;미니맵 확대/축소;Zoom del minimapa;Zoom de la mini-carte;Minikarten-Zoom;Масштаб мини-карты;मिनी मैप ज़ूम;Thu phóng bản đồ nhỏ;ซูมแผนที่ย่อ
GUI_SCALE;GUI缩放;GUI scale;GUIスケール;GUI스케일;escala GUI;échelle GUI;GUI-Skalierung;масштаб GUI;GUI स्केल;tỷ lệ GUI;มาตราส่วน GUI
BIG;大;big;大;큰;grande;grand;Groß;большой;बड़ा;lớn;ใหญ่
MIDDLE;中;middle;中;중;medio;moyen;Mittel;средний;मध्यम;trung bình;กลาง
SMALL;小;small;小;작은;pequeño;petit;Klein;маленький;छोटा;nhỏ;เล็ก
FPS;帧率;fps;フレームレート;프레임 레이트;FPS;FPS;FPS;FPS;एफपीएस;FPS;อัตราเฟรม
SLOGAN_1;多人测试！;Muti-player test!;マルチプレイヤーテスト！;멀티플레이어 테스트！;¡Prueba multijugador!;Test multijoueur !;Mehrspieler-Test!;Мультиплеер тест!;मल्टी-प्लेयर परीक्षण!;Thử nghiệm nhiều người chơi!;ทดสอบผู้เล่นหลายคน!
SLOGAN_2;薄言EZ制作;Made by HiBoranez;HiBoranez 制作;HiBoranez 제작;Hecho por HiBoranez;Fabriqué par HiBoranez;Hergestellt von HiBoranez;Сделано HiBoranez;HiBoranez द्वारा निर्मित;Được tạo bởi HiBoranez;สร้างโดย HiBoranez
SLOGAN_3;Alpha时代！;Alpha era!;アルファ時代！;알파 시대！;¡Era Alpha!;Ère Alpha !;Alpha-Ära!;Эра Alpha!;अल्फा युग!;Thời kỳ Alpha!;ยุคอัลฟ่า!
SLOGAN_4;生存更新！;Survival update!;サバイバルアップデート！;생존 업데이트！;¡Actualización de supervivencia!;Mise à jour survie !;Überlebens-Update!;Обновление выживания!;सर्वाइवल अद्यतन!;Bản cập nhật sinh tồn!;อัปเดตเอาชีวิตรอด!
/HELP;/help;/help;/help;/help;/help;/help;/help;/help;/help;/help;/help
/TP;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>;/tp <x> <y>
/GAMEMODE;/gamemode <模式>;/gamemode <mode>;/gamemode <モード>;/gamemode <모드>;/gamemode <modo>;/gamemode <mode>;/gamemode <Modus>;/gamemode <режим>;/gamemode <मोड>;/gamemode <chế độ>;/gamemode <โหมด>
NO_COMMAND_PERMISSION;你没有使用此命令的权限;You do not have permission to execute this command;このコマンドを実行する権限がありません;이 명령을 실행할 권한이 없습니다;No tienes permiso para ejecutar este comando;Vous n'avez pas la permission d'exécuter cette commande;Sie haben keine Berechtigung für diesen Befehl;У вас нет прав на выполнение этой команды;आपके पास इस कमांड को निष्पादित करने की अनुमति नहीं है;Bạn không có quyền thực hiện lệnh này;คุณไม่มีสิทธิ์ใช้คำสั่งนี้
NO_BUILD_PERMISSION;你没有在此处建筑的权限;You do not have permission to build here;ここに建築する権限がありません;여기에 건축할 권한이 없습니다;No tienes permiso para construir aquí;Vous n'avez pas la permission de construire ici;Sie haben keine Baugenehmigung hier;У вас нет прав на строительство здесь;आपके पास यहां निर्माण करने की अनुमति नहीं है;Bạn không có quyền xây dựng ở đây;คุณไม่มีสิทธิ์ก่อสร้างที่นี่
NOT_VALID_MODE_OR_NUM; 不是有效的模式或数字; is not a valid mode or number; は有効なモードまたは数字ではありません; 는 유효한 모드 또는 숫자가 아닙니다; no es un modo o número válido; n'est pas un mode ou un nombre valide; ist kein gültiger Modus oder Zahl; не является допустимым режимом или числом; एक वैध मोड या संख्या नहीं है; không phải là chế độ hoặc số hợp lệ; ไม่ใช่โหมดหรือตัวเลขที่ถูกต้อง
GAMEMODE_SET_TO; 的游戏模式被设置为 ; 's gamemode was set to ; のゲームモードが に設定されました; 의 게임 모드가 (으)로 설정되었습니다; el modo de juego de  se estableció en ; le mode de jeu de  a été défini sur ; s Spielmodus wurde auf  gesetzt; игровой режим  был установлен на ; का गेममोड  पर सेट किया गया था; chế độ trò chơi của  đã được đặt thành ; โหมดเกมของ ถูกตั้งค่าเป็น 
OFFICIAL_SERVER_EDIT;官方服务器暂不支持编辑;The official server currently does not support editing;公式サーバーでは現在編集をサポートしていません;공식 서버는 현재 편집을 지원하지 않습니다;El servidor oficial actualmente no admite edición;Le serveur officiel ne prend pas en charge l'édition pour le moment;Der offizielle Server unterstützt derzeit keine Bearbeitung;Официальный сервер в настоящее время не поддерживает редактирование;आधिकारिक सर्वर वर्तमान में संपादन का समर्थन नहीं करता है;Máy chủ chính thức hiện không hỗ trợ chỉnh sửa;เซิร์ฟเวอร์ทางการยังไม่รองรับการแก้ไข
OFFICIAL_SERVER_DELETE;官方服务器暂不支持删除;The official server currently does not support deleting;公式サーバーでは現在削除をサポートしていません;공식 서버는 현재 삭제를 지원하지 않습니다;El servidor oficial actualmente no admite la eliminación;Le serveur officiel ne prend pas en charge la suppression pour le moment;Der offizielle Server unterstützt derzeit kein Löschen;Официальный сервер в настоящее время не поддерживает удаление;आधिकारिक सर्वर वर्तमान में हटाने का समर्थन नहीं करता है;Máy chủ chính thức hiện không hỗ trợ xóa;เซิร์ฟเวอร์ทางการยังไม่รองรับการลบ
RANGE_LIMIT;输入的数字过大，请调小一些;the number is too large, please try a less one;数字が大きすぎます、小さくしてください;숫자가 너무 큽니다, 더 작은 값을 입력하세요;El número es demasiado grande, por favor intente uno más pequeño;Le nombre est trop grand, veuillez en essayer un plus petit;Die Zahl ist zu groß, bitte versuchen Sie eine kleinere;Число слишком большое, попробуйте меньшее;संख्या बहुत बड़ी है, कृपया कम संख्या आज़माएं;Con số quá lớn, vui lòng thử số nhỏ hơn;ตัวเลขใหญ่เกินไป โปรดลองใช้ตัวเลขที่น้อยกว่า
SCREENSHOT_SAVED;截屏已保存至 ;screenshot saved to ;スクリーンショットが に保存されました;스크린샷이 (으)로 저장되었습니다;Captura de pantalla guardada en ;Capture d'écran enregistrée dans ;Screenshot gespeichert unter ;Скриншот сохранён в ;स्क्रीनशॉट  पर सहेजा गया;Ảnh chụp màn hình đã lưu tại ;บันทึกภาพหน้าจอไว้ที่ 
COMMAND_LIST;命令列表;command list;コマンドリスト;명령어 목록;Lista de comandos;Liste des commandes;Befehlsliste;Список команд;कमांड सूची;Danh sách lệnh;รายการคำสั่ง
USAGE;用法;usage;使用方法;사용법;Uso;Utilisation;Verwendung;Использование;उपयोग;Cách sử dụng;วิธีใช้
UNKNOWN_COMMAND;未知的指令;unknown command;不明なコマンド;알 수 없는 명령어;Comando desconocido;Commande inconnue;Unbekannter Befehl;Неизвестная команда;अज्ञात आदेश;Lệnh không xác định;คำสั่งไม่รู้จัก
TELEPORT_INFO_1;已将 ;teleported ;テレポートしました;텔레포트했습니다;Teletransportado ;Téléporté ;Teleportiert ;Телепортирован ;टेलीपोर्ट किया गया ;Đã dịch chuyển ;เคลื่อนย้ายแล้ว 
TELEPORT_INFO_2; 传送至 ; to ; から へテレポート; 에서 (으)로 텔레포트; a ; vers ; nach ; в ;को ;đến ;ไปยัง 
CRAFTING;合成;crafting;クラフト;제작;Fabricación;Fabrication;Herstellung;Создание;शिल्प;Chế tạo;การคราฟต์
INVENTORY;物品栏;inventory;インベントリ;인벤토리;Inventario;Inventaire;Inventar;Инвентарь;इन्वेंटरी;Kho đồ;คลังไอเทม
AIR;空气;air;空気;공기;Aire;Air;Luft;Воздух;हवा;Không khí;อากาศ
BEDROCK;基岩;bedrock;岩盤;기반암;Roca madre;Roche-mère;Grundgestein;Бедрок;आधारशिला;Đá nền;หินฐาน
BOOK;书;book;本;책;Libro;Livre;Buch;Книга;किताब;Sách;หนังสือ
BOOKSHELF;书架;bookshelf;本棚;책장;Estantería;Étagère;Bücherregal;Книжная полка;किताबों की अलमारी;Kệ sách;ชั้นหนังสือ
BRICKS;红砖块;bricks;レンガ;벽돌 블록;Ladrillos;Briques;Ziegelsteine;Кирпичи;ईंटें;Gạch;บล็อกอิฐ
BRICK;红砖;brick;レンガ;벽돌;Ladrillo;Brique;Ziegel;Кирпич;ईंट;Viên gạch;อิฐ
CLAY_BALL;黏土球;clay ball;粘土玉;점토 덩이;Bola de arcilla;Boule d'argile;Tonkugel;Глиняный шар;मिट्टी की गेंद;Đất sét viên;ดินเหนียวก้อน
COAL_ORE;煤矿石;coal ore;石炭鉱石;석탄 광석;Mineral de carbón;Minerai de charbon;Kohlerz;Угольная руда;कोयला अयस्क;Quặng than;แร่ถ่านหิน
GUNPOWDER;火药;gunpowder;火薬;화약;Pólvora;Poudre à canon;Schießpulver;Порох;बारूद;Thuốc súng;ดินปืน
STRING;线;string;糸;실;Cuerda;Fil;Faden;Нить;डोरी;Chỉ;เส้นด้าย
COBBLESTONE;圆石;cobblestone;丸石;조약돌;Adoquín;Pierre;Kopfsteinpflaster;Булыжник;कंकड़ीट;Đá cuội;หินกรวด
COBBLESTONE_MOSSY;苔石;mossy cobblestone;苔むした丸石;이끼 낀 조약돌;Adoquín musgoso;Pierre moussue;Bemooster Kopfstein;Замшелый булыжник;काई वाली कंकड़ीट;Đá cuội rêu;หินกรวดมอส
CRAFTING_TABLE;工作台;crafting table;作業台;작업대;Mesa de trabajo;Table de craft;Werkbank;Верстак;क्राफ्टिंग टेबल;Bàn chế tạo;โต๊ะคราฟต์
DIAMOND_BLOCK;钻石块;diamond block;ダイヤモンドブロック;다이아몬드 블록;Bloque de diamante;Bloc de diamant;Diamantblock;Алмазный блок;हीरा ब्लॉक;Khối kim cương;บล็อกเพชร
DIAMOND_ORE;钻石矿石;diamond ore;ダイヤモンド鉱石;다이아몬드 광석;Mineral de diamante;Minerai de diamant;Diamanterz;Алмазная руда;हीरा अयस्क;Quặng kim cương;แร่เพชร
DIRT;泥土;dirt;土;흙;Tierra;Terre;Erde;Земля;मिट्टी;Đất;ดิน
EMERALD;绿宝石;emerald;エメラルド;에메랄드;Esmeralda;Émeraude;Smaragd;Изумруд;पन्ना;Ngọc lục bảo;มรกต
EMERALD_BLOCK;绿宝石块;emerald block;エメラルドブロック;에메랄드 블록;Bloque de esmeralda;Bloc d'émeraude;Smaragdblock;Изумрудный блок;पन्ना ब्लॉक;Khối ngọc lục bảo;บล็อกมรกต
EMERALD_ORE;绿宝石矿石;emerald ore;エメラルド鉱石;에메랄드 광석;Mineral de esmeralda;Minerai d'émeraude;Smaragderz;Изумрудная руда;पन्ना अयस्क;Quặng ngọc lục bảo;แร่มรกต
END_FRAME;末地传送门框架;end portal frame;エンドポータルの枠;엔드 포탈 프레임;Marco de portal del End;Cadre de portail de l'End;Endportalrahmen;Рамка портала Энда;एंड पोर्टल फ्रेम;Khung cổng kết thúc;กรอบพอร์ทัลเอนด์
END_STONE;末地石;end stone;エンドストーン;엔드 스톤;Piedra del End;Pierre de l'End;Endstein;Камень Энда;एंड स्टोन;Đá kết thúc;หินเอนด์
FARM_LAND;耕地;farm land;耕地;경작지;Tierra de cultivo;Terre labourée;Ackerland;Пашня;खेत की जमीन;Đất canh tác;ที่ดินเพาะปลูก
FURNACE_OFF;熔炉（未点燃）;furnace (off);かまど（消火）;화로(꺼짐);Horno (apagado);Four (éteint);Ofen (aus);Печь (выключена);भट्टी (बंद);Lò nung (tắt);เตาเผา (ปิด)
FURNACE_ON;熔炉（点燃）;furnace (on);かまど（点火）;화로(켜짐);Horno (encendido);Four (allumé);Ofen (an);Печь (включена);भट्टी (चालू);Lò nung (bật);เตาเผา (เปิด)
GLOWSTONE;萤石;glowstone;グロウストーン;발광석;Piedra luminosa;Pierre lumineuse;Leuchtstein;Светящийся камень;चमकता पत्थर;Đá phát sáng;หินเรืองแสง
GLOWSTONE_DUST;萤石粉;glowstone dust;グロウストーンの粉;발광석 가루;Polvo de piedra luminosa;Poudre de pierre lumineuse;Leuchtsteinstaub;Пыль светящегося камня;चमकता पत्थर चूर्ण;Bột đá phát sáng;ผงหินเรืองแสง
GOLD_BLOCK;金块;gold block;金ブロック;금 블록;Bloque de oro;Bloc d'or;Goldblock;Золотой блок;सोने का ब्लॉक;Khối vàng;บล็อกทองคำ
GOLD_ORE;金矿石;gold ore;金鉱石;금 광석;Mineral de oro;Minerai d'or;Golderz;Золотая руда;सोने का अयस्क;Quặng vàng;แร่ทองคำ
GRASS_BLOCK;草方块;grass block;草ブロック;잔디 블록;Bloque de hierba;Bloc d'herbe;Grasblock;Травяной блок;घास ब्लॉक;Khối cỏ;บล็อกหญ้า
GRASS_SNOWED;积雪草方块;snowed grass block;雪の積もった草ブロック;눈 덮인 잔디 블록;Bloque de hierba nevado;Bloc d'herbe enneigé;Verschneiter Grasblock;Заснеженный травяной блок;बर्फ से ढका घास ब्लॉक;Khối cỏ tuyết phủ;บล็อกหญ้าหิมะ
GRAVEL;沙砾;gravel;砂利;자갈;Grava;Gravier;Kies;Гравий;बजरी;Sỏi;กรวด
HAY_BLOCK;干草块;hay bale;干し草のブロック;건초 더미;Paca de heno;Ballot de foin;Heuballen;Стог сена;सूखी घास का गट्ठर;Kiện rơm;กองฟาง
IRON_BARS;铁栏杆;iron bars;鉄格子;철창;Barras de hierro;Barreaux de fer;Eisengitter;Железные прутья;लोहे की सलाखें;Thanh sắt;ราวเหล็ก
IRON_BLOCK;铁块;iron block;鉄ブロック;철 블록;Bloque de hierro;Bloc de fer;Eisenblock;Железный блок;लोहे का ब्लॉक;Khối sắt;บล็อกเหล็ก
IRON_ORE;铁矿石;iron ore;鉄鉱石;철 광석;Mineral de hierro;Minerai de fer;Eisenerz;Железная руда;लोहे का अयस्क;Quặng sắt;แร่เหล็ก
LADDER;梯子;ladder;はしご;사다리;Escalera;Échelle;Leiter;Лестница;सीढ़ी;Thang;บันได
LAPIS_BLOCK;青金石块;lapis block;ラピスラズリブロック;청금석 블록;Bloque de lapislázuli;Bloc de lapis-lazuli;Lapislazuliblock;Лазуритовый блок;लापिस ब्लॉक;Khối ngọc lưu ly;บล็อกแร่แลพิส
LAPIS_LAZULI;青金石;lapis lazuli;ラピスラズリ;청금석;Lapislázuli;Lapis-lazuli;Lapislazuli;Лазурит;लापिस लाजुली;Ngọc lưu ly;แร่แลพิส
LAPIS_ORE;青金石矿石;lapis ore;ラピスラズリ鉱石;청금석 광석;Mineral de lapislázuli;Minerai de lapis-lazuli;Lapislazulierz;Лазуритовая руда;लापिस अयस्क;Quặng ngọc lưu ly;แร่แลพิส
LEAVES;树叶;leaves;葉;잎;Hojas;Feuilles;Blätter;Листья;पत्तियां;Lá;ใบไม้
LOG_OAK;橡木原木;oak log;オークの原木;참나무 원목;Tronco de roble;Bûche de chêne;Eichenstamm;Дубовое бревно;शाहबलूत का लट्ठा;Gỗ sồi;ท่อนไม้โอ๊ก
MELON;西瓜;melon;スイカ;수박;Melón;Melon;Melone;Арбуз;तरबूज;Dưa hấu;แตงโม
MISSING_TEXTURE;缺失材质;missing texture;テクスチャなし;텍스처 없음;Textura faltante;Texture manquante;Fehlende Textur;Отсутствует текстура;लापता बनावट;Thiếu kết cấu;พื้นผิวหายไป
PLANKS_OAK;橡木木板;oak planks;オークの木材;참나무 판자;Tablas de roble;Planches de chêne;Eichenholzbretter;Дубовые доски;शाहबलूत के तख्ते;Ván gỗ sồi;แผ่นไม้โอ๊ก
PUMPKIN_FACE_OFF;南瓜灯（未点燃）;carved pumpkin (off);ジャック・オ・ランタン（消灯）;잭 오 랜턴(꺼짐);Calabaza tallada (apagada);Citrouille sculptée (éteinte);Geschnitzter Kürbis (aus);Резная тыква (выключена);कद्दू की मूर्ति (बंद);Bí ngô khắc (tắt);ฟักทองแกะสลัก (ปิด)
PUMPKIN_FACE_ON;南瓜灯（点燃）;carved pumpkin (on);ジャック・オ・ランタン（点灯）;잭 오 랜턴(켜짐);Calabaza tallada (encendida);Citrouille sculptée (allumée);Geschnitzter Kürbis (an);Резная тыква (включена);कद्दू की मूर्ति (चालू);Bí ngô khắc (bật);ฟักทองแกะสลัก (เปิด)
PUMPKIN;南瓜;pumpkin;カボチャ;호박;Calabaza;Citrouille;Kürbis;Тыква;कद्दू;Bí ngô;ฟักทอง
REEDS;甘蔗;reeds;サトウキビ;사탕수수;Cañas;Canne à sucre;Zuckerrohr;Сахарный тростник;गन्ना;Mía;อ้อย
SUGAR;糖;sugar;砂糖;설탕;Azúcar;Sucre;Zucker;Сахар;चीनी;Đường;น้ำตาล
PAPER;纸;paper;紙;종이;Papel;Papier;Papier;Бумага;कागज;Giấy;กระดาษ
SAND;沙子;sand;砂;모래;Arena;Sable;Sand;Песок;रेत;Cát;ทราย
SANDSTONE;砂岩;sandstone;砂岩;사암;Arenisca;Grès;Sandstein;Песчаник;बलुआ पत्थर;Sa thạch;หินทราย
SANDSTONE_CHISELED;雕刻砂岩;chiseled sandstone;模様入りの砂岩;조각된 사암;Arenisca cincelada;Grès sculpté;Gemeißelter Sandstein;Резной песчаник;तराशा हुआ बलुआ पत्थर;Sa thạch đục khắc;หินทรายสลัก
SANDSTONE_SMOOTH;平滑砂岩;smooth sandstone;滑らかな砂岩;매끄러운 사암;Arenisca lisa;Grès lisse;Glatter Sandstein;Гладкий песчаник;चिकना बलुआ पत्थर;Sa thạch mịn;หินทรายเรียบ
SAPLING_OAK;橡树树苗;oak sapling;オークの苗木;참나무 묘목;Arbolito de roble;Pousse de chêne;Eichensetzling;Саженец дуба;शाहबलूत का पौधा;Cây sồi non;ต้นกล้าโอ๊ก
STONE;石头;stone;石;돌;Piedra;Pierre;Stein;Камень;पत्थर;Đá;หิน
STONEBRICK;石砖;stone brick;石レンガ;석재 벽돌;Ladrillo de piedra;Brique en pierre;Steinziegel;Каменный кирпич;पत्थर की ईंट;Gạch đá;อิฐหิน
STONEBRICK_CHISELED;雕刻石砖;chiseled stone brick;模様入りの石レンガ;조각된 석재 벽돌;Ladrillo de piedra cincelado;Brique en pierre sculptée;Gemeißelter Steinziegel;Резной каменный кирпич;तराशा हुआ पत्थर ईंट;Gạch đá đục khắc;อิฐหินสลัก
STONEBRICK_CRACKED;裂纹石砖;cracked stone brick;ひび割れた石レンガ;금 간 석재 벽돌;Ladrillo de piedra agrietado;Brique en pierre fissurée;Rissiger Steinziegel;Треснутый каменный кирпич;दरार वाली पत्थर ईंट;Gạch đá nứt;อิฐหินร้าว
STONEBRICK_MOSSY;苔石砖;mossy stone brick;苔むした石レンガ;이끼 낀 석재 벽돌;Ladrillo de piedra musgoso;Brique en pierre moussue;Bemooster Steinziegel;Замшелый каменный кирпич;काई वाली पत्थर ईंट;Gạch đá rêu;อิฐหินมอส
TNT;炸药;tnt;TNT;TNT;TNT;TNT;TNT;ТНТ;टीएनटी;TNT;ทีเอ็นที
TORCH;火把;torch;松明;횃불;Antorcha;Torche;Fackel;Факел;मशाल;Đuốc;คบเพลิง
WHEAT_STAGE_0;小麦第0阶段;wheat stage 0;小麦 段階0;밀 단계 0;Trigo etapa 0;Blé étape 0;Weizen Stadium 0;Пшеница стадия 0;गेहूं चरण 0;Lúa mì giai đoạn 0;ข้าวสาลีระยะที่ 0
WHEAT_STAGE_1;小麦第1阶段;wheat stage 1;小麦 段階1;밀 단계 1;Trigo etapa 1;Blé étape 1;Weizen Stadium 1;Пшеница стадия 1;गेहूं चरण 1;Lúa mì giai đoạn 1;ข้าวสาลีระยะที่ 1
WHEAT_STAGE_2;小麦第2阶段;wheat stage 2;小麦 段階2;밀 단계 2;Trigo etapa 2;Blé étape 2;Weizen Stadium 2;Пшеница стадия 2;गेहूं चरण 2;Lúa mì giai đoạn 2;ข้าวสาลีระยะที่ 2
WHEAT_STAGE_3;小麦第3阶段;wheat stage 3;小麦 段階3;밀 단계 3;Trigo etapa 3;Blé étape 3;Weizen Stadium 3;Пшеница стадия 3;गेहूं चरण 3;Lúa mì giai đoạn 3;ข้าวสาลีระยะที่ 3
WHEAT_STAGE_4;小麦第4阶段;wheat stage 4;小麦 段階4;밀 단계 4;Trigo etapa 4;Blé étape 4;Weizen Stadium 4;Пшеница стадия 4;गेहूं चरण 4;Lúa mì giai đoạn 4;ข้าวสาลีระยะที่ 4
WHEAT_STAGE_5;小麦第5阶段;wheat stage 5;小麦 段階5;밀 단계 5;Trigo etapa 5;Blé étape 5;Weizen Stadium 5;Пшеница стадия 5;गेहूं चरण 5;Lúa mì giai đoạn 5;ข้าวสาลีระยะที่ 5
WHEAT_STAGE_6;小麦第6阶段;wheat stage 6;小麦 段階6;밀 단계 6;Trigo etapa 6;Blé étape 6;Weizen Stadium 6;Пшеница стадия 6;गेहूं चरण 6;Lúa mì giai đoạn 6;ข้าวสาลีระยะที่ 6
WHEAT_STAGE_7;小麦第7阶段;wheat stage 7;小麦 段階7;밀 단계 7;Trigo etapa 7;Blé étape 7;Weizen Stadium 7;Пшеница стадия 7;गेहूं चरण 7;Lúa mì giai đoạn 7;ข้าวสาลีระยะที่ 7
